AGEP,MAR,SCHL,SEX,PERNP,RAC1P
50,2,21,2,90000,1
65,1,19,2,0,9
66,1,20,1,0,1
19,5,19,2,1500,9
94,2,10,1,0,1
32,1,24,2,42000,1
26,1,19,1,78000,1
52,5,22,1,0,9
85,3,17,1,0,9
48,1,19,2,38000,1
50,1,17,1,38000,1
56,1,18,1,38000,1
54,1,21,2,41800,1
71,1,22,1,60000,1
72,1,21,2,20000,1
59,1,16,2,52000,1
48,1,18,1,53000,1
23,5,21,1,3000,1
39,3,17,2,7800,2
19,5,19,2,5000,2
18,5,15,2,6000,2
75,1,24,1,0,6
70,1,16,2,0,6
46,5,23,2,0,6
59,1,20,2,0,1
59,1,21,1,140000,1
61,2,19,2,42000,1
43,4,16,2,25100,8
19,5,18,1,7000,8
16,5,12,1,0,8
22,5,19,1,10000,8
56,1,22,2,60000,6
24,5,21,2,45000,9
64,1,20,1,160000,1
62,1,18,2,0,1
36,1,21,1,75000,1
35,1,21,2,72000,1
13,5,10,1,,1
6,5,4,1,,1
37,1,21,2,24200,1
41,1,16,1,40000,1
12,5,8,2,,1
11,5,8,1,,1
7,5,3,2,,1
1,5,,1,,1
39,1,16,1,20000,1
39,1,9,2,12700,1
9,5,5,2,,1
63,3,19,2,30000,1
38,1,21,1,55000,6
32,1,21,2,0,6
10,5,6,1,,6
5,5,2,1,,6
46,1,23,1,88000,6
41,1,23,2,160000,6
11,5,8,1,,6
9,5,6,1,,6
65,1,19,2,0,1
67,1,22,1,0,1
54,3,16,2,0,1
46,1,17,2,35000,1
50,1,19,1,65000,6
15,5,12,1,,9
26,5,21,1,21000,1
25,5,16,2,15000,1
66,3,21,2,0,1
68,5,22,2,0,9
94,2,16,1,0,1
31,5,17,1,80000,1
33,5,16,2,33000,1
7,5,5,1,,9
51,1,19,2,0,1
48,1,16,1,18000,1
26,5,18,1,36000,1
72,1,21,1,0,1
70,1,20,2,0,1
60,1,21,1,155000,1
61,1,21,2,22000,1
24,5,21,1,30000,1
62,4,4,1,11000,1
59,3,14,1,0,1
49,3,14,2,30000,1
12,5,9,1,,1
58,3,16,2,240,1
16,5,12,2,0,1
42,1,21,1,25000,1
37,1,21,2,51000,6
10,5,8,2,,9
46,1,22,2,115000,1
42,1,23,1,10000,1
9,5,6,2,,1
7,5,4,1,,1
67,1,22,2,6000,1
77,1,22,1,0,1
40,1,14,1,22800,1
40,1,15,2,12000,1
8,5,5,2,,1
44,5,13,2,0,3
50,1,18,2,0,1
51,1,18,1,120000,1
14,5,11,1,,1
12,5,9,2,,1
8,5,5,2,,1
39,5,18,2,21000,1
18,5,16,1,5000,1
55,1,19,2,0,1
54,1,17,1,45000,1
21,5,19,2,4000,1
76,1,19,1,0,1
68,1,22,2,12300,1
43,1,21,2,21800,1
46,1,20,1,55000,1
20,5,19,2,0,1
18,5,16,2,0,1
73,1,16,1,0,1
73,1,16,1,0,1
26,5,20,1,24000,1
51,3,18,2,0,1
17,5,13,1,0,1
60,3,18,1,15200,1
33,5,17,1,160,1
43,1,22,1,77000,1
42,1,21,2,85300,1
7,5,4,2,,1
4,5,2,2,,1
84,2,16,2,0,1
48,1,19,2,60000,1
53,1,11,1,35000,1
29,5,19,2,50000,9
60,1,19,2,14700,1
60,1,19,1,52000,1
60,3,20,2,37800,1
27,5,21,2,467000,6
43,3,12,2,23900,8
60,3,20,2,50000,3
51,3,20,1,20000,3
25,5,16,1,2500,2
76,1,22,1,0,6
69,1,21,2,0,6
66,1,19,2,0,1
65,1,16,1,80000,1
77,1,16,1,0,1
54,1,20,2,12500,1
68,3,18,2,8000,1
34,1,22,2,48000,1
41,1,21,1,138000,6
5,5,3,2,,9
0,5,,1,,9
59,3,20,1,95000,1
59,3,18,2,50000,1
61,1,21,2,55000,1
62,1,16,1,0,1
65,1,20,1,0,1
67,3,21,1,55000,2
47,1,23,1,65000,1
45,1,21,2,120000,1
38,1,17,2,22000,1
41,1,16,1,30000,1
16,5,12,2,1300,1
53,1,21,1,94000,1
53,1,20,2,300,1
22,5,16,1,9000,1
90,2,17,2,0,1
68,1,22,1,0,1
67,1,22,2,0,1
54,5,18,1,0,1
25,5,16,1,0,1
66,1,21,1,68000,1
56,1,20,2,56000,1
27,5,21,2,18200,1
34,1,21,1,28000,1
25,1,21,2,15000,1
64,1,16,1,0,1
43,5,21,2,175000,1
35,1,16,2,0,1
31,1,1,1,18000,1
6,5,2,1,,1
27,5,9,1,31300,1
46,1,20,2,0,1
11,5,8,1,,1
9,5,6,1,,1
12,5,10,2,,1
11,5,8,1,,1
78,2,16,2,0,1
82,1,18,1,0,6
82,1,18,2,0,6
30,5,20,2,51000,2
83,1,18,1,0,1
66,1,17,2,0,1
61,3,16,2,0,1
27,5,16,2,0,1
25,5,11,1,0,1
53,5,17,1,0,1
86,1,18,1,0,6
83,1,16,2,0,6
48,5,22,2,54000,1
35,3,8,2,6000,1
20,5,16,2,8000,1
15,5,12,1,,1
14,5,10,2,,1
13,5,10,1,,1
7,5,3,2,,1
51,5,19,2,34100,1
25,5,21,1,15000,1
25,5,22,1,24000,8
23,5,21,1,30300,1
23,5,21,1,5700,1
61,1,22,1,467000,1
60,1,21,2,0,1
64,1,20,1,22500,1
33,5,16,1,0,1
40,1,22,2,33200,1
41,1,21,1,30000,1
10,5,7,1,,1
8,5,5,1,,1
6,5,2,2,,1
74,1,13,1,0,1
72,1,19,2,0,1
69,1,21,1,1900,1
60,1,22,2,17100,1
94,2,16,2,0,1
70,1,19,1,0,1
65,1,18,2,0,1
19,5,20,2,12000,1
37,1,22,1,125000,1
33,1,23,2,45000,6
2,5,,1,,9
37,3,21,2,63000,1
16,5,13,2,6400,1
33,5,1,1,0,1
45,1,19,2,19200,1
51,1,20,1,47000,1
10,5,7,2,,1
66,3,18,1,55000,1
31,1,21,2,50000,1
37,1,22,1,190000,1
22,5,16,1,22000,1
47,3,21,1,5000,1
31,4,14,1,22100,1
10,5,7,1,,1
85,1,16,1,0,1
42,1,22,1,112000,6
31,1,20,2,31000,6
72,1,16,1,0,6
69,1,16,2,0,6
37,1,18,1,75000,1
34,1,18,2,0,1
3,5,1,2,,1
14,5,10,2,,1
70,3,21,2,84000,1
32,1,20,1,19800,2
29,1,19,2,8000,1
5,5,2,2,,2
4,5,2,2,,2
1,5,,2,,2
77,2,18,2,0,1
72,2,19,1,1000,1
46,5,19,1,24000,6
36,3,1,2,38000,6
18,5,18,2,600,1
38,1,19,2,0,1
71,1,21,1,0,1
55,1,16,2,170000,1
22,5,19,2,0,1
57,3,18,2,31000,1
37,5,19,1,0,1
52,5,13,1,0,1
76,1,23,1,21500,1
70,1,19,2,3000,1
86,2,21,2,0,6
56,5,21,1,57000,6
46,1,16,2,15000,1
43,1,19,1,70000,1
39,1,17,2,0,1
17,5,13,1,0,1
13,5,10,1,,1
12,5,8,2,,1
63,3,16,2,0,1
67,3,16,2,9000,1
40,5,16,1,0,1
50,3,16,1,0,1
68,1,23,1,2500,1
55,1,23,2,22000,1
58,1,21,1,77000,1
58,1,19,2,0,1
71,3,20,1,0,1
82,2,16,2,0,1
44,5,19,1,27000,1
29,5,16,2,25000,1
32,3,12,1,20000,1
61,1,16,1,50000,1
51,1,17,2,6000,1
56,5,16,2,41000,1
65,3,20,2,0,1
73,2,19,2,17500,1
49,1,18,2,0,1
48,1,20,2,24000,2
38,1,17,1,15000,9
22,1,14,2,5500,1
15,5,11,2,,9
9,5,6,1,,9
3,5,1,1,,9
23,1,18,2,0,1
23,1,16,1,24000,1
1,5,,2,,1
48,5,13,2,33000,1
28,5,12,1,23000,9
22,5,16,2,19000,1
51,3,12,1,46000,1
41,1,21,1,81000,1
31,1,17,2,0,1
6,5,3,2,,1
4,5,2,2,,1
1,5,,2,,1
51,2,19,1,70000,6
16,5,13,1,0,6
13,5,10,1,,6
57,1,22,1,37500,1
59,1,21,2,0,1
56,3,19,1,48000,1
55,3,18,2,0,1
62,1,22,1,600,1
60,1,19,2,2500,1
58,3,22,2,55000,1
50,3,16,1,0,1
54,1,18,2,18000,1
56,1,16,1,45000,1
21,5,19,2,10000,1
78,3,20,2,0,1
79,1,21,1,0,1
81,1,19,2,0,1
65,1,18,1,30000,1
54,1,16,2,24000,1
54,1,19,1,98000,6
45,1,21,2,80000,1
13,5,11,1,,9
62,1,19,1,15000,1
63,1,19,2,52000,6
82,2,16,2,0,6
57,1,16,1,25200,1
56,1,20,2,7100,1
94,2,13,1,0,1
41,1,19,1,50000,2
38,1,18,2,43000,1
5,5,2,1,,9
5,5,2,1,,9
19,5,19,2,800,1
52,1,24,1,150000,6
48,1,21,2,0,6
13,5,11,2,,6
21,5,16,1,17000,1
37,1,21,2,30000,1
42,1,21,1,90000,1
9,5,6,1,,1
59,1,22,2,0,9
54,1,20,1,34300,9
71,1,17,1,12700,1
68,1,16,2,0,1
65,3,17,1,0,1
74,2,18,2,0,1
70,1,16,1,20000,1
63,1,18,2,15000,1
37,3,20,1,45000,1
16,5,13,1,0,1
8,5,4,1,,1
6,5,2,2,,1
48,3,21,1,250000,1
53,3,21,2,180000,1
75,1,16,1,0,6
68,1,21,2,30000,6
44,1,16,1,120000,6
43,1,16,2,6800,6
85,1,16,1,0,1
83,1,16,2,0,1
46,1,18,1,100000,1
38,1,20,2,85000,1
78,3,16,1,0,1
81,3,23,2,0,1
63,1,21,1,75000,1
54,1,19,2,67000,6
26,5,21,1,14000,6
88,2,20,2,0,6
48,1,19,2,64000,1
47,1,16,1,103000,9
13,5,9,1,,1
34,5,22,2,50000,1
33,5,19,1,20000,1
60,1,19,1,103000,1
57,1,21,2,62000,6
25,5,18,1,34000,9
23,5,21,2,24000,9
89,2,19,2,0,6
23,5,21,1,20000,1
71,1,20,1,0,1
61,1,18,2,86000,1
58,1,24,1,100000,1
61,1,21,2,30000,1
43,3,21,2,0,1
94,2,21,2,0,1
57,3,16,1,14000,1
33,1,22,2,150000,1
35,1,22,1,205000,1
3,5,1,1,,1
1,5,,2,,1
64,1,21,2,384200,1
66,1,23,1,2140,1
48,5,18,2,15000,2
17,5,14,1,0,9
14,5,11,1,,9
75,2,16,2,0,2
19,5,16,2,3000,1
60,2,19,2,0,1
67,3,16,2,0,1
25,5,21,2,35000,1
28,1,19,2,2600,9
84,2,16,2,0,1
82,1,16,1,0,1
82,1,17,2,0,1
57,1,17,1,35000,9
50,1,19,2,5000,9
16,5,13,2,3000,1
13,5,11,1,,1
6,5,4,1,,1
82,2,20,2,0,1
59,3,20,2,0,1
50,1,19,2,32000,1
55,1,21,1,48000,1
19,5,18,2,2000,9
55,1,19,1,43900,1
50,1,23,2,70000,6
46,1,18,2,62000,1
49,1,18,1,90000,1
20,5,18,2,12000,1
50,1,22,2,27900,1
58,1,22,2,55000,1
90,2,16,2,0,1
61,1,21,1,29100,1
63,1,22,2,61000,1
40,3,10,2,18000,1
21,5,1,1,2000,1
19,5,14,2,0,1
70,1,16,1,0,1
68,1,16,2,0,1
83,1,20,1,0,1
77,1,16,2,3800,1
78,2,13,2,0,6
50,1,21,1,34600,1
40,1,15,2,28800,6
8,5,5,2,,9
74,2,12,1,0,6
48,3,20,2,650,6
49,1,21,1,80000,1
47,1,22,2,60000,1
16,5,12,2,0,1
68,1,21,2,0,1
66,1,19,1,0,1
29,1,21,1,70000,1
30,1,21,2,0,1
3,5,1,2,,1
64,3,22,2,65000,1
15,5,11,1,,8
13,5,9,1,,8
33,5,20,1,32000,1
34,1,19,2,12000,8
36,1,19,1,70000,9
16,5,13,2,0,9
13,5,10,1,,9
8,5,4,2,,9
2,5,,2,,9
90,2,23,2,0,6
63,1,22,1,75000,1
61,1,18,2,36000,1
24,5,17,1,37200,1
23,4,18,2,47600,1
45,3,16,1,83000,1
35,3,18,2,29000,1
16,5,12,2,0,9
11,5,8,2,,1
3,5,1,1,,1
82,2,16,2,0,1
49,5,21,1,13000,1
94,2,16,2,0,1
28,5,22,2,59000,1
63,1,20,1,30000,6
60,1,13,2,11500,6
24,1,19,1,19000,1
22,1,21,2,18000,1
73,3,14,2,0,9
20,5,15,1,3000,1
46,1,16,2,0,8
45,1,8,1,30000,8
11,5,7,1,,8
46,5,21,1,90000,1
46,3,15,1,0,1
75,3,19,2,0,1
40,1,20,2,22500,1
41,1,20,1,76000,1
15,5,12,2,,1
14,5,11,2,,1
11,5,8,1,,1
45,1,21,2,110000,1
42,1,16,1,110000,1
15,5,11,1,,1
12,5,9,1,,1
11,5,8,1,,1
61,3,19,2,12000,2
55,1,18,2,40600,1
54,1,18,1,56000,1
23,5,13,2,0,1
1,5,,1,,1
25,5,18,1,15000,1
58,1,21,2,58000,1
52,1,20,1,58000,1
23,5,16,1,4000,1
51,3,20,2,35000,1
33,5,21,1,42700,1
3,5,1,2,,1
33,1,16,2,25000,1
60,3,21,2,68000,1
65,3,19,1,0,1
29,5,19,1,50000,1
0,5,,2,,1
30,1,16,2,10000,1
37,3,17,1,5700,1
30,5,16,2,60000,1
32,1,18,2,0,9
51,1,22,1,113000,1
14,5,10,1,,9
68,3,16,1,0,1
44,3,16,1,11800,2
34,1,23,1,76000,9
30,1,23,2,55000,6
30,5,21,1,45000,9
46,3,22,2,30000,1
13,5,10,1,,1
11,5,8,1,,1
56,3,23,1,65000,1
45,1,21,2,0,1
45,1,21,1,467000,1
15,5,12,2,,1
13,5,9,2,,1
9,5,5,2,,1
81,1,21,1,0,1
81,1,18,2,0,1
25,5,16,1,21600,1
67,3,21,1,0,1
63,1,18,1,44000,1
63,1,18,2,12000,1
94,2,16,2,0,1
75,3,18,2,0,1
74,1,19,2,0,1
87,1,23,1,0,1
30,1,22,2,55000,1
27,1,21,1,68000,1
0,5,,2,,1
53,3,16,2,0,1
35,1,16,2,15000,1
44,1,9,1,20000,1
15,5,11,1,,1
12,5,8,2,,1
73,1,19,1,0,1
64,1,19,2,95000,1
76,1,19,2,15000,1
84,1,19,1,15000,1
28,1,18,2,2400,1
31,1,21,1,48000,1
2,5,,1,,1
0,5,,1,,1
60,3,23,1,190000,1
19,5,16,1,0,1
17,5,14,2,0,1
14,5,11,1,,1
11,5,7,2,,1
86,2,16,2,0,2
69,1,16,1,0,6
63,1,16,2,36000,6
28,5,21,1,0,6
37,3,21,2,60000,3
13,5,10,2,,3
7,5,4,2,,3
71,1,22,1,0,1
66,1,16,2,0,1
36,1,21,1,100000,1
34,1,22,2,3200,1
3,5,1,1,,1
0,5,,1,,1
62,1,21,1,0,1
61,1,23,2,0,1
57,2,15,2,0,1
72,1,19,1,0,1
67,1,16,2,0,1
27,5,21,2,49000,1
27,5,22,1,500,9
21,1,16,2,31500,1
23,1,17,1,25900,1
94,2,16,1,0,1
28,5,20,2,30000,1
14,5,10,2,,1
12,5,8,1,,1
34,3,20,1,40000,1
68,1,19,2,0,1
72,1,19,1,0,1
20,5,16,1,3800,1
55,3,21,1,50000,1
62,1,21,1,25400,6
59,1,21,2,125000,6
60,1,23,2,150000,1
56,1,23,1,175000,1
55,5,22,2,88000,6
53,1,21,2,123000,1
61,1,19,1,0,1
12,5,8,2,,1
85,2,16,2,0,1
55,1,21,2,110000,1
66,1,16,1,0,1
26,5,19,2,30000,1
25,1,19,1,36000,1
21,1,19,2,28000,2
83,2,22,2,0,1
24,5,21,2,1600,1
44,1,23,1,200000,6
43,1,19,2,90000,6
10,5,7,2,,6
9,5,5,2,,6
9,5,5,1,,6
8,5,4,1,,6
94,2,22,2,0,1
70,1,21,1,0,1
89,1,21,2,0,1
60,1,24,2,180000,6
66,1,21,1,0,6
65,1,16,1,0,1
70,1,16,2,0,1
38,3,14,1,0,1
69,1,20,1,25000,1
69,1,17,2,38700,1
51,1,20,1,88000,1
49,1,18,2,14400,1
17,5,14,2,0,1
40,1,21,2,59000,1
41,1,21,1,36000,1
8,5,4,1,,1
5,5,2,2,,1
3,5,1,1,,1
41,2,17,2,24000,1
61,4,14,2,0,1
31,5,22,2,27000,1
55,5,21,1,20000,6
27,5,21,2,20000,1
26,5,21,2,8000,1
26,5,21,2,20000,2
26,5,21,1,40000,1
25,5,21,2,20000,1
22,5,21,2,32400,6
76,2,16,2,0,1
74,2,18,2,0,1
89,3,21,2,0,1
58,5,21,1,9600,1
54,3,12,2,80000,1
28,5,16,1,8000,1
67,5,21,2,10000,1
66,3,16,2,0,1
84,2,13,2,0,1
62,1,22,1,0,1
65,1,22,2,0,1
38,1,22,1,75000,1
36,1,21,2,3500,1
10,5,6,2,,1
7,5,3,1,,1
5,5,3,2,,1
4,5,1,2,,1
72,3,18,2,0,1
59,3,15,2,0,1
65,4,16,1,0,1
35,5,18,1,40000,1
39,5,21,1,50000,1
33,5,20,1,60000,1
68,1,18,2,31200,1
60,1,16,1,14000,1
61,1,21,1,80000,1
56,1,21,2,0,1
14,5,10,1,,1
48,1,21,2,46000,1
44,1,16,1,34000,1
19,5,16,1,0,9
16,5,13,1,0,9
11,5,7,1,,9
30,5,21,1,30000,1
27,5,21,2,32000,1
70,3,22,1,4000,1
35,5,19,1,0,1
33,1,20,1,60000,1
29,1,21,2,5000,1
2,5,,1,,1
45,1,17,1,45000,1
42,1,18,2,46000,1
15,5,12,2,,1
69,5,20,1,0,1
48,1,18,1,8800,8
46,1,20,2,14000,8
26,5,21,2,35000,8
24,5,14,1,7000,8
26,1,18,1,14000,8
23,1,19,2,32000,1
35,3,18,2,0,1
41,3,20,2,57000,1
71,1,19,1,0,1
67,1,16,2,0,1
46,3,17,2,8000,1
83,3,21,1,0,1
73,3,20,2,49000,1
53,5,19,1,0,1
61,1,1,1,68000,6
57,1,18,2,35200,6
22,5,20,2,18000,6
52,3,8,2,16000,8
42,1,19,1,100000,1
41,1,21,2,95000,1
16,5,14,1,0,1
15,5,12,1,,1
18,5,18,1,2500,1
72,2,19,1,0,1
60,5,1,2,0,1
51,1,20,1,92000,1
53,1,20,2,0,1
15,5,12,2,,1
76,2,19,2,0,1
69,1,22,2,3000,1
69,1,22,1,3000,1
25,5,21,1,49400,1
20,5,16,2,4200,1
69,1,23,1,36900,1
35,5,18,2,31400,9
33,3,19,1,14000,1
36,5,16,1,0,1
37,4,16,2,0,1
81,1,16,1,0,1
74,1,11,2,0,1
34,5,1,2,30000,6
31,1,24,2,60000,1
32,1,22,1,20000,1
71,1,18,2,0,1
86,1,16,1,1000,1
32,1,16,1,22000,1
28,1,18,2,21000,1
57,1,22,1,161000,1
56,1,23,2,0,1
72,1,21,1,0,1
65,1,19,2,0,1
71,3,21,1,0,1
41,5,17,1,0,3
12,5,8,1,,3
55,4,19,1,47000,1
54,5,21,1,0,1
84,3,18,2,0,1
56,5,16,2,36000,1
80,3,18,2,0,1
73,3,19,1,0,9
67,1,19,1,5800,1
63,1,20,2,0,1
63,3,16,1,0,1
79,1,16,1,0,6
18,5,18,2,600,1
21,5,16,2,0,1
30,1,19,2,0,1
32,1,19,1,63000,1
8,5,6,2,,1
6,5,4,2,,1
1,5,,2,,1
72,3,19,1,0,1
86,2,16,1,0,1
60,1,20,1,50000,1
55,1,21,2,7500,1
82,2,18,2,0,1
43,1,20,1,66000,1
41,1,17,2,26000,1
10,5,8,2,,1
7,5,4,1,,1
39,3,18,2,1700,1
18,5,16,2,110,1
16,5,14,1,0,1
14,5,12,1,,1
60,3,20,2,17000,9
38,5,19,1,8800,9
77,1,21,1,0,1
77,1,21,2,0,1
52,2,20,1,85000,1
29,5,19,1,37000,1
51,5,18,2,0,1
14,5,11,2,,1
69,1,19,1,50000,3
65,1,16,2,0,1
84,2,13,2,0,1
70,1,19,1,0,1
67,1,18,2,0,1
42,1,21,2,143000,1
42,1,21,1,175000,1
2,5,,1,,1
35,1,19,2,14000,1
43,1,21,1,100000,1
9,5,5,1,,1
6,5,3,2,,1
50,3,17,2,18300,9
26,5,19,2,19500,1
18,5,14,1,0,1
15,5,11,1,,1
12,5,9,2,,1
31,1,21,2,106000,1
40,1,21,1,20000,1
8,5,5,1,,1
2,5,,2,,1
21,5,19,1,6000,1
46,5,18,1,66000,9
46,5,21,1,10000,1
41,5,14,2,28500,1
16,5,13,2,220,1
44,5,6,1,13000,3
64,2,21,2,0,1
75,1,22,1,0,1
74,1,22,2,0,1
41,5,23,2,0,1
5,5,2,1,,1
36,1,21,1,76000,1
33,1,18,2,0,1
1,5,,1,,1
10,5,7,2,,1
47,1,22,1,75000,1
67,1,23,1,0,1
67,1,16,2,0,1
90,2,16,2,0,1
50,1,20,1,150000,1
52,1,20,2,19500,1
17,5,14,2,0,1
16,5,13,2,0,1
32,1,21,1,60000,1
27,1,21,2,54000,1
37,5,19,2,70000,1
63,1,20,1,0,1
62,1,20,2,0,1
76,3,19,1,0,1
53,5,16,1,35500,1
40,1,16,1,70000,1
48,1,16,2,10600,1
14,5,11,1,,1
13,5,10,1,,1
65,1,19,1,0,1
59,1,18,2,28300,1
38,3,19,1,31000,1
6,5,3,2,,1
4,5,2,1,,1
23,5,18,2,35000,8
65,1,21,1,35000,6
64,1,21,2,75000,6
45,5,19,1,35000,1
22,5,21,2,21000,1
61,3,19,2,0,9
32,1,21,2,300,1
37,1,22,1,179000,1
4,5,2,1,,1
2,5,,2,,1
35,1,19,1,42000,1
34,1,21,2,5000,1
48,5,19,2,41000,6
31,1,16,2,20000,6
34,1,19,1,45500,6
5,5,1,2,,6
4,5,1,1,,6
71,1,20,1,0,1
69,1,19,2,0,1
75,3,21,2,0,1
24,5,16,1,5200,1
54,1,18,2,154000,1
58,1,16,1,78000,1
25,5,16,1,25500,1
59,1,19,1,267000,9
58,1,16,2,10200,1
70,2,16,2,0,1
60,3,18,1,66000,1
55,1,23,1,120000,1
56,1,21,2,4800,1
16,5,13,1,0,1
33,1,19,1,70000,1
28,1,16,2,0,1
6,5,3,1,,1
4,5,1,1,,1
54,4,21,2,66000,6
22,5,19,2,3000,6
30,1,21,2,12000,1
29,1,21,1,19000,1
18,5,18,1,0,1
79,1,16,1,21000,1
69,1,20,2,0,1
67,1,18,1,0,1
67,1,18,2,0,1
83,1,19,2,0,1
88,1,12,1,0,1
64,5,19,1,38000,1
30,5,21,2,79600,9
23,5,21,2,15000,1
50,1,19,2,1300,1
50,1,20,1,64000,8
25,5,21,1,2600,9
19,5,19,2,1000,9
16,5,14,2,50,9
67,1,22,1,8000,1
65,1,21,2,0,1
76,1,21,1,0,1
77,1,20,2,0,1
85,1,17,1,0,1
81,1,16,2,0,1
52,1,21,1,160000,6
46,1,16,2,20000,6
18,5,20,1,0,6
55,1,16,1,65000,1
53,1,16,2,0,1
76,3,16,1,0,3
51,1,21,1,59000,1
38,1,16,2,30000,1
5,5,2,2,,1
11,5,8,1,,1
71,1,16,2,0,1
75,1,16,1,0,1
94,2,18,2,0,1
26,5,19,1,25000,2
24,5,21,1,80000,2
48,2,20,2,48500,2
67,3,19,2,0,1
78,3,11,1,0,1
48,3,20,2,12000,1
55,4,19,2,0,1
54,1,22,1,123000,3
55,1,20,2,0,9
40,1,21,1,95000,1
41,1,21,2,72000,1
7,5,4,1,,1
5,5,2,1,,1
61,3,22,2,76000,1
26,5,16,1,1800,1
27,5,21,1,46000,1
26,3,19,2,15000,1
31,1,21,1,48400,1
30,1,21,2,48000,1
0,5,,2,,1
44,3,17,1,5200,3
73,2,16,2,0,1
94,2,14,2,0,1
73,2,21,1,0,1
72,1,21,1,0,6
63,1,8,2,21000,6
54,1,20,2,7000,1
58,1,20,1,90000,1
30,3,21,2,24000,1
13,5,10,2,,1
7,5,4,1,,1
44,1,21,2,207000,1
42,1,21,1,270000,1
4,5,2,1,,1
6,5,2,2,,9
67,1,16,1,50000,1
57,1,13,2,0,1
49,2,21,2,55000,1
41,5,12,2,14700,8
47,1,19,1,63000,1
50,1,21,2,0,1
48,1,21,1,180000,1
48,1,22,2,30000,1
37,4,16,2,38000,8
16,5,12,2,0,8
12,5,9,2,,8
38,5,10,1,0,8
33,1,20,2,0,1
34,1,21,1,172000,1
68,4,19,1,0,1
30,5,17,1,1200,1
66,3,21,2,19300,6
66,5,19,1,35000,1
36,5,20,1,5000,1
14,5,11,1,,1
18,5,14,2,467000,1
39,3,13,2,16000,1
25,1,20,2,5600,1
26,1,20,1,9000,1
6,5,3,2,,1
18,5,16,1,19200,1
74,2,20,1,0,1
34,1,20,2,0,8
52,1,20,1,88000,6
12,5,9,1,,6
9,5,6,2,,6
65,1,16,2,15900,1
63,1,18,1,0,1
68,5,18,2,0,1
34,1,21,2,175000,1
32,1,22,1,25000,1
38,1,22,2,40000,1
47,1,22,1,81000,6
13,5,9,2,,9
10,5,6,2,,9
8,5,4,1,,9
61,3,12,1,0,1
28,5,11,1,28000,8
8,5,4,2,,8
6,5,3,1,,8
1,5,,2,,8
25,3,13,2,19000,8
43,3,12,2,23900,8
60,3,19,1,40000,1
53,3,19,1,110000,1
62,3,20,1,0,1
53,3,19,1,65000,1
39,5,17,1,2000,3
15,5,12,2,,3
11,5,7,2,,3
7,5,5,1,,3
37,5,17,2,39000,5
50,1,20,1,86000,1
49,1,16,2,14000,1
32,1,19,2,13500,8
29,1,1,1,25000,8
13,5,10,2,,8
3,5,1,2,,8
57,4,18,1,21000,9
73,2,16,1,0,1
67,3,20,2,0,1
51,1,20,1,31000,1
47,1,21,2,43200,1
9,5,7,1,,1
18,5,15,2,5000,2
65,3,17,1,0,1
70,2,19,2,0,1
50,1,18,1,90000,1
57,1,19,2,0,1
16,5,12,2,0,1
13,5,10,1,,1
65,1,18,1,120000,1
64,1,19,2,0,1
31,5,16,2,4500,1
9,5,6,1,,1
7,5,4,1,,1
44,1,20,2,29000,1
45,1,16,1,95000,1
42,1,21,2,6000,1
44,1,24,1,467000,1
14,5,10,2,,1
14,5,10,2,,1
12,5,8,2,,1
6,5,2,1,,1
6,5,2,1,,1
65,1,16,1,50000,1
66,1,16,2,0,1
40,5,16,1,0,1
13,5,10,1,,1
43,1,21,1,110000,1
43,1,21,2,0,1
17,5,14,1,0,1
15,5,13,1,,1
12,5,9,1,,1
29,3,20,2,10000,9
7,5,3,2,,9
6,5,1,2,,9
31,3,20,1,30000,2
19,5,18,2,3000,1
69,3,21,2,0,1
79,3,21,2,0,1
19,5,19,1,10400,1
39,1,21,1,73000,1
36,1,20,2,0,1
2,5,,2,,1
37,1,21,1,220000,1
34,1,22,2,65000,1
94,1,6,1,0,1
53,1,21,2,383000,1
68,1,19,2,40000,1
69,1,16,1,40000,1
37,1,22,2,1500,1
41,1,22,1,200000,1
37,1,21,1,120000,1
36,1,21,2,65000,1
10,5,7,2,,1
7,5,3,1,,1
33,1,21,1,135000,1
27,1,18,2,20000,1
58,3,21,1,0,1
55,1,16,1,102000,1
51,1,19,2,103000,1
23,5,21,1,25000,8
41,1,21,2,0,1
43,1,20,1,80000,1
7,5,3,1,,1
1,5,,2,,1
68,4,19,2,0,6
55,1,21,1,28500,1
57,1,19,2,34600,1
77,3,13,1,0,1
52,1,20,2,48000,1
58,1,18,1,0,1
39,1,20,2,20000,1
32,1,17,1,22000,1
10,5,6,2,,1
6,5,2,1,,1
1,5,,1,,1
62,1,19,2,55000,1
63,1,20,1,40500,1
53,3,19,2,36700,1
53,1,21,1,140000,1
52,1,21,2,35300,1
22,5,19,1,6300,1
79,2,24,1,0,1
42,3,19,2,0,1
55,1,21,1,140000,1
53,1,22,2,52000,1
17,5,14,2,400,1
85,1,18,1,0,1
50,5,19,1,46000,1
79,3,21,2,0,1
69,2,18,2,0,1
25,5,18,1,15100,1
22,4,15,1,19800,1
1,5,,2,,1
0,5,,1,,1
19,5,18,2,0,1
21,5,19,2,0,1
48,3,20,2,2500,1
17,5,14,2,0,1
33,1,21,1,135000,1
6,5,3,2,,1
5,5,1,1,,1
58,3,16,2,0,1
75,1,20,1,0,6
73,1,21,2,0,6
59,3,17,1,28000,1
46,1,19,2,41000,1
53,1,20,1,61000,1
26,5,16,2,0,1
